year,state,code,source,generation,price,revenue
2011,Hawaii,HI,Wind,340812.0,0.254,86.566248
2011,Iowa,IA,Coal,38229359.98,0.00815501850796805,311.7611381846731
2011,Iowa,IA,Hydroelectric Conventional,925352.0,0.035,32.38732
2011,Iowa,IA,Natural Gas,991182.61,0.016109215017064846,15.967173785665528
2011,Iowa,IA,Other Biomass,160591.71,0.056,8.99313576
2011,Iowa,IA,Petroleum,141020.44,0.042593856655290106,6.006604406825939
2011,Iowa,IA,Wind,10709176.91,0.254,2720.13093514
2011,Idaho,ID,Coal,83411.99,0.00815501850796805,0.6802263222364459
2011,Idaho,ID,Geothermal,63490.0,0.069,4.38081
2011,Idaho,ID,Hydroelectric Conventional,13404799.0,0.035,469.16796500000004
2011,Idaho,ID,Natural Gas,1110743.69,0.016109215017064846,17.89320893105802
2011,Idaho,ID,Other Biomass,47617.9,0.056,2.6666024
2011,Idaho,ID,Petroleum,26.0,0.042593856655290106,0.0011074402730375428
2011,Idaho,ID,Wind,1306682.0,0.254,331.897228
2011,Illinois,IL,Coal,90013325.38,0.00815501850796805,734.0603344376502
2011,Illinois,IL,Hydroelectric Conventional,140462.0,0.035,4.916170000000001
2011,Illinois,IL,Natural Gas,5955799.87,0.016109215017064846,95.94326070443685
2011,Illinois,IL,Other Biomass,637580.44,0.056,35.70450464
2011,Illinois,IL,Petroleum,84240.32,0.042593856655290106,3.588120114675768
2011,Illinois,IL,Solar Thermal and Photovoltaic,14062.0,0.625,8.78875
2011,Illinois,IL,Wind,6213132.0,0.254,1578.135528
2011,Indiana,IN,Coal,104152598.25,0.00815501850796805,849.3663663817107
2011,Indiana,IN,Hydroelectric Conventional,408779.0,0.035,14.307265000000001
2011,Indiana,IN,Natural Gas,10063968.29,0.016109215017064846,162.12262910853244
2011,Indiana,IN,Other Biomass,335587.55,0.056,18.7929028
2011,Indiana,IN,Petroleum,1332629.67,0.042593856655290106,56.76183713856656
2011,Indiana,IN,Wind,3285411.0,0.254,834.494394
2011,Kansas,KS,Coal,31655848.85,0.00815501850796805,258.1540332571891
2011,Kansas,KS,Hydroelectric Conventional,14745.0,0.035,0.5160750000000001
2011,Kansas,KS,Natural Gas,2535087.37,0.016109215017064846,40.838267530375425
2011,Kansas,KS,Other Biomass,58753.0,0.056,3.290168
2011,Kansas,KS,Petroleum,56538.9,0.042593856655290106,2.408209802047782
2011,Kansas,KS,Wind,3719979.0,0.254,944.874666
2011,Kentucky,KY,Coal,91656029.65,0.00815501850796805,747.4566181626183
2011,Kentucky,KY,Hydroelectric Conventional,2969312.0,0.035,103.92592000000002
2011,Kentucky,KY,Natural Gas,1545505.45,0.016109215017064846,24.896879604095563
2011,Kentucky,KY,Other Biomass,94958.14,0.056,5.31765584
2011,Kentucky,KY,Petroleum,1734949.76,0.042593856655290106,73.89820138156996
2011,Louisiana,LA,Coal,24627519.46,0.00815501850796805,200.8378770016433
2011,Louisiana,LA,Hydroelectric Conventional,1044019.0,0.035,36.540665
2011,Louisiana,LA,Natural Gas,54322464.21,0.016109215017064846,875.0922562156996
2011,Louisiana,LA,Other Biomass,71093.46,0.056,3.9812337600000003
2011,Louisiana,LA,Petroleum,4707476.86,0.042593856655290106,200.5095945829352
2011,Massachusetts,MA,Coal,4058807.36,0.00815501850796805,33.09964914107694
2011,Massachusetts,MA,Hydroelectric Conventional,1148761.96,0.035,40.2066686
2011,Massachusetts,MA,Natural Gas,25939672.06,0.016109215017064846,417.86775468668935
2011,Massachusetts,MA,Other Biomass,1039129.56,0.056,58.19125536
2011,Massachusetts,MA,Petroleum,196502.61,0.042593856655290106,8.369804002730376
2011,Massachusetts,MA,Solar Thermal and Photovoltaic,4764.47,0.625,2.97779375
2011,Massachusetts,MA,Wind,61384.79,0.254,15.59173666
2011,Maryland,MD,Coal,21058936.19,0.00815501850796805,171.7360143875682
2011,Maryland,MD,Hydroelectric Conventional,2547123.0,0.035,89.14930500000001
2011,Maryland,MD,Natural Gas,2310660.47,0.016109215017064846,37.22292634266211
2011,Maryland,MD,Other Biomass,379889.87,0.056,21.273832719999998
2011,Maryland,MD,Petroleum,228966.73,0.042593856655290106,9.752576076450513
2011,Maryland,MD,Solar Thermal and Photovoltaic,2706.0,0.625,1.69125
2011,Maryland,MD,Wind,270713.0,0.254,68.761102
2011,Maine,ME,Coal,55166.33,0.00815501850796805,0.44988244216667306
2011,Maine,ME,Hydroelectric Conventional,3978977.88,0.035,139.26422580000002
2011,Maine,ME,Natural Gas,6876831.26,0.016109215017064846,110.78035340341297
2011,Maine,ME,Other Biomass,276636.62,0.056,15.49165072
2011,Maine,ME,Petroleum,177564.86,0.042593856655290106,7.563172193856656
2011,Maine,ME,Wind,706639.52,0.254,179.48643808
2011,Michigan,MI,Coal,58948269.18,0.00815501850796805,480.7242261755826
2011,Michigan,MI,Hydroelectric Conventional,1357308.0,0.035,47.50578000000001
2011,Michigan,MI,Natural Gas,12982053.9,0.016109215017064846,209.13069763822526
2011,Michigan,MI,Other Biomass,827243.71,0.056,46.325647759999995
2011,Michigan,MI,Petroleum,342769.45,0.042593856655290106,14.599872819112628
2011,Michigan,MI,Wind,456474.0,0.254,115.944396
2011,Minnesota,MN,Coal,28258625.72,0.00815501850796805,230.44961575634196
2011,Minnesota,MN,Hydroelectric Conventional,746148.03,0.035,26.11518105
2011,Minnesota,MN,Natural Gas,3350773.33,0.016109215017064846,53.97832804641638
2011,Minnesota,MN,Other Biomass,932205.4,0.056,52.2035024
2011,Minnesota,MN,Petroleum,37907.04,0.042593856655290106,1.6146070279863485
2011,Minnesota,MN,Wind,6725695.43,0.254,1708.32663922
2011,Missouri,MO,Coal,78315850.25,0.00815501850796805,638.6672082560042
2011,Missouri,MO,Hydroelectric Conventional,1185144.0,0.035,41.48004000000001
2011,Missouri,MO,Natural Gas,4548229.79,0.016109215017064846,73.26841163412969
2011,Missouri,MO,Other Biomass,62146.79,0.056,3.4802202400000004
2011,Missouri,MO,Petroleum,79804.01,0.042593856655290106,3.3991605624573378
2011,Missouri,MO,Wind,1178212.0,0.254,299.265848
2011,Mississippi,MS,Coal,9723110.79,0.00815501850796805,79.29214844747383
2011,Mississippi,MS,Natural Gas,29965608.64,0.016109215017064846,482.7224326989761
2011,Mississippi,MS,Other Biomass,3297.43,0.056,0.18465608000000003
2011,Mississippi,MS,Petroleum,36341.03,0.042593856655290106,1.5479046225255975
2011,Montana,MT,Coal,15055722.31,0.00815501850796805,122.77969408887746
2011,Montana,MT,Hydroelectric Conventional,12595881.34,0.035,440.8558469
2011,Montana,MT,Natural Gas,418192.68,0.016109215017064846,6.736755800682593
2011,Montana,MT,Petroleum,460626.05,0.042593856655290106,19.619839945392492
2011,Montana,MT,Wind,1265167.61,0.254,321.35257294
2011,North Carolina,NC,Coal,59758357.12,0.00815501850796805,487.33050831936424
2011,North Carolina,NC,Hydroelectric Conventional,3893396.0,0.035,136.26886
2011,North Carolina,NC,Natural Gas,11155211.02,0.016109215017064846,179.70169288191124
2011,North Carolina,NC,Other Biomass,375213.28,0.056,21.011943679999998
2011,North Carolina,NC,Petroleum,217635.6,0.042593856655290106,9.269939549488054
2011,North Carolina,NC,Solar Thermal and Photovoltaic,17380.45,0.625,10.86278125
2011,North Dakota,ND,Coal,27108926.19,0.00815501850796805,221.0737948105898
2011,North Dakota,ND,Hydroelectric Conventional,2580042.0,0.035,90.30147000000001
2011,North Dakota,ND,Natural Gas,19902.33,0.016109215017064846,0.32061091331058017
2011,North Dakota,ND,Other Biomass,9862.0,0.056,0.552272
2011,North Dakota,ND,Petroleum,42118.96,0.042593856655290106,1.7940089447098977
2011,North Dakota,ND,Wind,5235590.0,0.254,1329.83986
2011,Nebraska,NE,Coal,25965242.89,0.00815501850796805,211.7470363318358
2011,Nebraska,NE,Hydroelectric Conventional,1617228.0,0.035,56.60298000000001
2011,Nebraska,NE,Natural Gas,425894.79,0.016109215017064846,6.860830746757679
2011,Nebraska,NE,Other Biomass,65419.5,0.056,3.663492
2011,Nebraska,NE,Petroleum,37206.83,0.042593856655290106,1.5847823836177475
2011,Nebraska,NE,Wind,1050885.0,0.254,266.92479
2011,New Hampshire,NH,Coal,2208203.36,0.00815501850796805,18.007939270157234
2011,New Hampshire,NH,Hydroelectric Conventional,1604811.0,0.035,56.16838500000001
2011,New Hampshire,NH,Natural Gas,6657569.44,0.016109215017064846,107.24821759999999
2011,New Hampshire,NH,Other Biomass,108059.18,0.056,6.05131408
2011,New Hampshire,NH,Petroleum,77505.57,0.042593856655290106,3.301261138566553
2011,New Hampshire,NH,Wind,66092.0,0.254,16.787368
2011,New Jersey,NJ,Coal,4155097.01,0.00815501850796805,33.8848930189527
2011,New Jersey,NJ,Hydroelectric Conventional,24407.0,0.035,0.8542450000000001
2011,New Jersey,NJ,Natural Gas,25201074.95,0.016109215017064846,405.9695350307167
2011,New Jersey,NJ,Other Biomass,876111.18,0.056,49.062226079999995
2011,New Jersey,NJ,Petroleum,165587.96,0.042593856655290106,7.053029832081912
2011,New Jersey,NJ,Solar Thermal and Photovoltaic,68877.61,0.625,43.04850625
2011,New Jersey,NJ,Wind,10523.0,0.254,2.672842
2011,New Mexico,NM,Coal,27140863.43,0.00815501850796805,221.33424359388317
2011,New Mexico,NM,Hydroelectric Conventional,194766.0,0.035,6.816810000000001
2011,New Mexico,NM,Natural Gas,8565983.74,0.016109215017064846,137.9912739003413
2011,New Mexico,NM,Other Biomass,9426.42,0.056,0.52787952
2011,New Mexico,NM,Petroleum,37800.71,0.042593856655290106,1.6100780232081915
2011,New Mexico,NM,Solar Thermal and Photovoltaic,127802.0,0.625,79.87625
2011,New Mexico,NM,Wind,2104497.0,0.254,534.542238
2011,Nevada,NV,Coal,5407304.31,0.00815501850796805,44.096666726265404
2011,Nevada,NV,Geothermal,2146119.0,0.069,148.082211
2011,Nevada,NV,Hydroelectric Conventional,2190583.0,0.035,76.670405
2011,Nevada,NV,Natural Gas,21841396.54,0.016109215017064846,351.8477531358362
2011,Nevada,NV,Petroleum,14212.67,0.042593856655290106,0.605372428668942
2011,Nevada,NV,Solar Thermal and Photovoltaic,291224.51,0.625,182.01531875
2011,New York,NY,Coal,9426160.19,0.00815501850796805,76.87051080852163
2011,New York,NY,Hydroelectric Conventional,27996987.62,0.035,979.8945667
2011,New York,NY,Natural Gas,50804754.85,0.016109215017064846,818.4247197679181
2011,New York,NY,Other Biomass,1619149.01,0.056,90.67234456
2011,New York,NY,Petroleum,1189480.68,0.042593856655290106,50.664569578157
2011,New York,NY,Solar Thermal and Photovoltaic,6443.0,0.625,4.026875
2011,New York,NY,Wind,2828069.0,0.254,718.329526
2011,Ohio,OH,Coal,105336957.11,0.00815501850796805,859.0248348050866
2011,Ohio,OH,Hydroelectric Conventional,383655.0,0.035,13.427925000000002
2011,Ohio,OH,Natural Gas,12337577.11,0.016109215017064846,198.7486824546075
2011,Ohio,OH,Other Biomass,331755.57,0.056,18.57831192
2011,Ohio,OH,Petroleum,1388432.42,0.042593856655290106,59.13869147303755
2011,Ohio,OH,Solar Thermal and Photovoltaic,15495.0,0.625,9.684375
2011,Ohio,OH,Wind,198443.0,0.254,50.404522
2011,Oklahoma,OK,Coal,34478947.0,0.00815501850796805,281.17645092024947
2011,Oklahoma,OK,Hydroelectric Conventional,1506941.0,0.035,52.74293500000001
2011,Oklahoma,OK,Natural Gas,32836700.16,0.016109215017064846,528.9734633283276
2011,Oklahoma,OK,Other Biomass,87242.01,0.056,4.885552560000001
2011,Oklahoma,OK,Petroleum,15548.38,0.042593856655290106,0.6622654689419796
2011,Oklahoma,OK,Wind,5605265.0,0.254,1423.73731
2011,Oregon,OR,Coal,3333516.2,0.00815501850796805,27.184886307611325
2011,Oregon,OR,Hydroelectric Conventional,42314821.0,0.035,1481.0187350000003
2011,Oregon,OR,Natural Gas,8497729.54,0.016109215017064846,136.8917523167235
2011,Oregon,OR,Other Biomass,222255.0,0.056,12.44628
2011,Oregon,OR,Petroleum,7953.95,0.042593856655290106,0.33878940614334474
2011,Oregon,OR,Solar Thermal and Photovoltaic,90.0,0.625,0.05625
2011,Oregon,OR,Wind,4775374.0,0.254,1212.944996
2011,Pennsylvania,PA,Coal,100603081.51,0.00815501850796805,820.4199916726682
2011,Pennsylvania,PA,Hydroelectric Conventional,3217216.0,0.035,112.60256000000001
2011,Pennsylvania,PA,Natural Gas,41792164.95,0.016109215017064846,673.2389712081911
2011,Pennsylvania,PA,Other Biomass,1653445.84,0.056,92.59296704
2011,Pennsylvania,PA,Petroleum,441724.27,0.042593856655290106,18.81474023754266
2011,Pennsylvania,PA,Solar Thermal and Photovoltaic,23144.03,0.625,14.46501875
2011,Pennsylvania,PA,Wind,1794465.0,0.254,455.79411
2011,Rhode Island,RI,Hydroelectric Conventional,7411.0,0.035,0.25938500000000003
2011,Rhode Island,RI,Natural Gas,8570904.23,0.016109215017064846,138.0705391317406
2011,Rhode Island,RI,Other Biomass,127405.0,0.056,7.13468
2011,Rhode Island,RI,Petroleum,13640.32,0.042593856655290106,0.5809938348122867
2011,Rhode Island,RI,Wind,2912.0,0.254,0.739648
2011,South Carolina,SC,Coal,34168548.97,0.00815501850796805,278.64514924076263
2011,South Carolina,SC,Hydroelectric Conventional,1554181.0,0.035,54.39633500000001
2011,South Carolina,SC,Natural Gas,12936342.59,0.016109215017064846,208.39432431672353
2011,South Carolina,SC,Other Biomass,141094.0,0.056,7.901264
2011,South Carolina,SC,Petroleum,111558.17,0.042593856655290106,4.751692701706485
2011,South Dakota,SD,Coal,2585565.06,0.00815501850796805,21.08533091785552
2011,South Dakota,SD,Hydroelectric Conventional,6608164.0,0.035,231.28574000000003
2011,South Dakota,SD,Natural Gas,129313.23,0.016109215017064846,2.0831346266211606
2011,South Dakota,SD,Other Biomass,0.0,0.056,0.0
2011,South Dakota,SD,Petroleum,7543.21,0.042593856655290106,0.32129440546075083
2011,South Dakota,SD,Wind,2668300.0,0.254,677.7482
2011,Tennessee,TN,Coal,40777224.26,0.00815501850796805,332.5390185438638
2011,Tennessee,TN,Hydroelectric Conventional,9575639.0,0.035,335.14736500000004
2011,Tennessee,TN,Natural Gas,3259358.81,0.016109215017064846,52.5057118880546
2011,Tennessee,TN,Other Biomass,36179.87,0.056,2.02607272
2011,Tennessee,TN,Petroleum,195261.97,0.042593856655290106,8.316960360409556
2011,Tennessee,TN,Wind,53143.0,0.254,13.498322
2011,Texas,TX,Coal,157896535.18,0.00815501850796805,1287.6491667369282
2011,Texas,TX,Hydroelectric Conventional,563053.72,0.035,19.706880200000004
2011,Texas,TX,Natural Gas,200500148.92,0.016109215017064846,3229.9000099058017
2011,Texas,TX,Other Biomass,678126.72,0.056,37.97509632
2011,Texas,TX,Petroleum,976805.2,0.042593856655290106,41.605900668941985
2011,Texas,TX,Solar Thermal and Photovoltaic,28639.0,0.625,17.899375
2011,Texas,TX,Wind,30548087.23,0.254,7759.21415642
2011,Utah,UT,Coal,33137663.26,0.00815501850796805,270.2382571961129
2011,Utah,UT,Geothermal,330188.0,0.069,22.782972000000004
2011,Utah,UT,Hydroelectric Conventional,1230165.0,0.035,43.055775000000004
2011,Utah,UT,Natural Gas,5256046.35,0.016109215017064846,84.67078079180888
2011,Utah,UT,Other Biomass,58006.84,0.056,3.24838304
2011,Utah,UT,Petroleum,53949.16,0.042593856655290106,2.2979027877133107
2011,Utah,UT,Wind,572790.0,0.254,145.48866
2011,Virginia,VA,Coal,19881113.44,0.00815501850796805,162.13084806221235
2011,Virginia,VA,Hydroelectric Conventional,1210389.0,0.035,42.36361500000001
2011,Virginia,VA,Natural Gas,18332373.16,0.016109215017064846,295.32014100750854
2011,Virginia,VA,Other Biomass,789637.83,0.056,44.219718480000004
2011,Virginia,VA,Petroleum,502646.34,0.042593856655290106,21.409646154266213
2011,Vermont,VT,Hydroelectric Conventional,1424733.0,0.035,49.86565500000001
2011,Vermont,VT,Natural Gas,3277.37,0.016109215017064846,0.052795858020477815
2011,Vermont,VT,Other Biomass,25448.0,0.056,1.425088
2011,Vermont,VT,Petroleum,8157.83,0.042593856655290106,0.3474734416382253
2011,Vermont,VT,Solar Thermal and Photovoltaic,1815.0,0.625,1.134375
2011,Vermont,VT,Wind,33185.0,0.254,8.42899
2011,Washington,WA,Coal,5228585.05,0.00815501850796805,42.63920785323505
2011,Washington,WA,Hydroelectric Conventional,91817701.71,0.035,3213.6195598500003
2011,Washington,WA,Natural Gas,4849507.34,0.016109215017064846,78.1217564668942
2011,Washington,WA,Other Biomass,168871.75,0.056,9.456818
2011,Washington,WA,Petroleum,37147.27,0.042593856655290106,1.5822454935153585
2011,Washington,WA,Solar Thermal and Photovoltaic,840.0,0.625,0.525
2011,Washington,WA,Wind,6262380.0,0.254,1590.64452
2011,Wisconsin,WI,Coal,39937737.32,0.00815501850796805,325.6929870109663
2011,Wisconsin,WI,Hydroelectric Conventional,2146909.89,0.035,75.14184615000002
2011,Wisconsin,WI,Natural Gas,6243336.42,0.016109215017064846,100.57524881365187
2011,Wisconsin,WI,Other Biomass,545412.83,0.056,30.54311848
2011,Wisconsin,WI,Petroleum,582358.77,0.042593856655290106,24.80490597133106
2011,Wisconsin,WI,Wind,1187730.0,0.254,301.68342
2011,West Virginia,WV,Coal,75964107.35,0.00815501850796805,619.4887013805218
2011,West Virginia,WV,Hydroelectric Conventional,1453109.0,0.035,50.85881500000001
2011,West Virginia,WV,Natural Gas,251464.5,0.016109215017064846,4.050895699658703
2011,West Virginia,WV,Other Biomass,9191.0,0.056,0.514696
2011,West Virginia,WV,Petroleum,188481.25,0.042593856655290106,8.028143344709898
2011,West Virginia,WV,Wind,1102512.31,0.254,280.03812674
2011,Wyoming,WY,Coal,40961448.69,0.00815501850796805,334.04137218013364
2011,Wyoming,WY,Hydroelectric Conventional,1223730.0,0.035,42.83055000000001
2011,Wyoming,WY,Natural Gas,458930.14,0.016109215017064846,7.393004303071672
2011,Wyoming,WY,Petroleum,55450.44,0.042593856655290106,2.3618480928327648
2011,Wyoming,WY,Wind,4611868.0,0.254,1171.414472
2012,Alaska,AK,Coal,684959.0,0.008120897091616718,5.562481550976695
2012,Alaska,AK,Hydroelectric Conventional,1575045.0,0.037,58.276665
2012,Alaska,AK,Natural Gas,3606037.0,0.01167235494880546,42.090943822525595
2012,Alaska,AK,Petroleum,1037762.0,0.042593856655290106,44.20228587030717
2012,Alaska,AK,Other Biomass,2565.0,0.061,0.156465
2012,Alaska,AK,Wind,37392.0,0.22899999999999998,8.562768
2012,Alabama,AL,Coal,45606920.0,0.008120897091616718,370.3691039855963
2012,Alabama,AL,Hydroelectric Conventional,7435223.0,0.037,275.103251
2012,Alabama,AL,Natural Gas,55705000.0,0.01167235494880546,650.2085324232082
2012,Alabama,AL,Petroleum,109583.0,0.042593856655290106,4.667562593856656
2012,Alabama,AL,Other Biomass,7789.0,0.061,0.475129
2012,Arkansas,AR,Coal,28430930.0,0.008120897091616718,230.8846567489585
2012,Arkansas,AR,Hydroelectric Conventional,2198472.0,0.037,81.343464
2012,Arkansas,AR,Natural Gas,17117413.0,0.01167235494880546,199.80052034129693
2012,Arkansas,AR,Petroleum,32560.0,0.042593856655290106,1.386855972696246
2012,Arkansas,AR,Other Biomass,70479.0,0.061,4.299219
2012,Arizona,AZ,Coal,40115665.0,0.008120897091616718,325.7751872267706
2012,Arizona,AZ,Hydroelectric Conventional,6716934.0,0.037,248.526558
2012,Arizona,AZ,Natural Gas,30295010.0,0.01167235494880546,353.6141098976109
2012,Arizona,AZ,Petroleum,41912.0,0.042593856655290106,1.785193720136519
2012,Arizona,AZ,Solar Thermal and Photovoltaic,955443.0,0.548,523.5827640000001
2012,Arizona,AZ,Other Biomass,53872.0,0.061,3.286192
2012,Arizona,AZ,Wind,531640.0,0.22899999999999998,121.74555999999998
2012,California,CA,Coal,1375083.0,0.008120897091616718,11.166907535431593
2012,California,CA,Geothermal,12518999.0,0.085,1064.114915
2012,California,CA,Hydroelectric Conventional,26837370.0,0.037,992.98269
2012,California,CA,Natural Gas,119668329.0,0.01167235494880546,1396.81121221843
2012,California,CA,Petroleum,289823.0,0.042593856655290106,12.344679317406143
2012,California,CA,Solar Thermal and Photovoltaic,1382300.0,0.548,757.5004
2012,California,CA,Other Biomass,2513721.0,0.061,153.336981
2012,California,CA,Wind,9754230.0,0.22899999999999998,2233.71867
2012,Colorado,CO,Coal,34521020.0,0.008120897091616718,280.34165091764254
2012,Colorado,CO,Hydroelectric Conventional,1497209.0,0.037,55.396733
2012,Colorado,CO,Natural Gas,10524445.0,0.01167235494880546,122.8450576791809
2012,Colorado,CO,Petroleum,11045.0,0.042593856655290106,0.47044914675767924
2012,Colorado,CO,Solar Thermal and Photovoltaic,165449.0,0.548,90.666052
2012,Colorado,CO,Other Biomass,57722.0,0.061,3.521042
2012,Colorado,CO,Wind,5968643.0,0.22899999999999998,1366.819247
2012,Connecticut,CT,Coal,652886.0,0.008120897091616718,5.302020018557273
2012,Connecticut,CT,Hydroelectric Conventional,312141.0,0.037,11.549217
